"REF_AREA","INDICATOR","SEX","TIME_PERIOD","OBS_VALUE","UNIT_MULTIPLIER","UNIT_MEASURE","OBS_STATUS","OBS_CONF","DATA_SOURCE","TIME_PERIOD_METHOD","COVERAGE_TIME","AGE","OBS_FOOTNOTE","SOURCE_LINK"
"SDGRC_ECA_NA","MNCH_SAB","_T","2022","93.9","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"SDGRC_ECA_SA","MNCH_ANC4","_T","2018","63.6","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"SDGRC_ECA_SA","MNCH_ANC4","_T","2019","64.3","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"SDGRC_ECA_SA","MNCH_ANC4","_T","2020","64.9","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"SDGRC_ECA_SA","MNCH_ANC4","_T","2021","65.5","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"SDGRC_ECA_SA","MNCH_ANC4","_T","2022","66.1","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"SDGRC_ECA_SA","MNCH_SAB","_T","2018","79.1","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"SDGRC_ECA_SA","MNCH_SAB","_T","2019","80.4","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"SDGRC_ECA_SA","MNCH_SAB","_T","2020","81.3","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"SDGRC_ECA_SA","MNCH_SAB","_T","2021","82.2","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"SDGRC_ECA_SA","MNCH_SAB","_T","2022","83.1","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"SDGRC_ECA_ALL","MNCH_ANC4","_T","2018","55.7","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"SDGRC_ECA_ALL","MNCH_ANC4","_T","2019","56.6","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"SDGRC_ECA_ALL","MNCH_ANC4","_T","2020","57.5","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"SDGRC_ECA_ALL","MNCH_ANC4","_T","2021","58.5","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"SDGRC_ECA_ALL","MNCH_ANC4","_T","2022","59.3","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"SDGRC_ECA_ALL","MNCH_SAB","_T","2018","67.6","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"SDGRC_ECA_ALL","MNCH_SAB","_T","2019","69.5","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"SDGRC_ECA_ALL","MNCH_SAB","_T","2020","71.3","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"SDGRC_ECA_ALL","MNCH_SAB","_T","2021","72.9","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"SDGRC_ECA_ALL","MNCH_SAB","_T","2022","74.4","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"SDGRC_ECA_WA","MNCH_ANC4","_T","2018","55.7","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"SDGRC_ECA_WA","MNCH_ANC4","_T","2019","56.8","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"SDGRC_ECA_WA","MNCH_ANC4","_T","2020","57.9","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"SDGRC_ECA_WA","MNCH_ANC4","_T","2021","58.9","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"SDGRC_ECA_WA","MNCH_ANC4","_T","2022","59.7","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"SDGRC_ECA_WA","MNCH_SAB","_T","2018","55.9","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"SDGRC_ECA_WA","MNCH_SAB","_T","2019","57.4","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"SDGRC_ECA_WA","MNCH_SAB","_T","2020","59","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"SDGRC_ECA_WA","MNCH_SAB","_T","2021","60.5","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"SDGRC_ECA_WA","MNCH_SAB","_T","2022","62","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"AFG","MNCH_ANC4","_T","2018","20.9","0","PCNT","RP","F","Afghanistan Health Survey 2018. Amsterdam: KIT Royal Tropical Institute; 2018.","EOF","2010-2023","Y15T49",NA,NA
"AFG","MNCH_ANC4","_T","2020","27.6","0","PCNT","RP","F","Afghanistan 2019-2020 Income; Expenditure & Labour Force Survey; National Statistics and Information Authority","EOF","2010-2023","Y15T49",NA,NA
"AFG","MNCH_SAB","_T","2018","58.8","0","PCNT","RP","F","Afghanistan Health Survey 2018. Amsterdam: KIT Royal Tropical Institute; 2018.","EOF","2003-2023","Y15T49","Cadres included align with the standard definition of: Doctor, nurse and/or midwife; Women age 12-49 years","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"AFG","MNCH_SAB","_T","2020","61.8","0","PCNT","RP","F","Afghanistan 2019-2020 Income; Expenditure & Labour Force Survey; National Statistics and Information Authority","EOF","2003-2023","Y15T49","Cadres included align with the standard definition of: Doctor, nurse and/or midwife","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"WHO_AFRO","MNCH_ANC4","_T","2018","54.3","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2018","Y15T49",NA,NA
"WHO_AFRO","MNCH_ANC4","_T","2019","55.3","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2019","Y15T49",NA,NA
"WHO_AFRO","MNCH_ANC4","_T","2020","56.2","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2020","Y15T49",NA,NA
"WHO_AFRO","MNCH_ANC4","_T","2021","57.3","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2021","Y15T49",NA,NA
"WHO_AFRO","MNCH_ANC4","_T","2022","58.1","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2022","Y15T49",NA,NA
"WHO_AFRO","MNCH_SAB","_T","2018","65.5","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2018","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"WHO_AFRO","MNCH_SAB","_T","2019","67.6","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2019","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"WHO_AFRO","MNCH_SAB","_T","2020","69.5","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2020","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"WHO_AFRO","MNCH_SAB","_T","2021","71.3","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2021","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"WHO_AFRO","MNCH_SAB","_T","2022","72.9","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2022","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"AU_AFRICA","MNCH_ANC4","_T","2018","55.7","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"AU_AFRICA","MNCH_ANC4","_T","2019","56.6","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"AU_AFRICA","MNCH_ANC4","_T","2020","57.5","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"AU_AFRICA","MNCH_ANC4","_T","2021","58.5","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"AU_AFRICA","MNCH_ANC4","_T","2022","59.3","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"AU_AFRICA","MNCH_SAB","_T","2018","67.6","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"AU_AFRICA","MNCH_SAB","_T","2019","69.5","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"AU_AFRICA","MNCH_SAB","_T","2020","71.3","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"AU_AFRICA","MNCH_SAB","_T","2021","72.9","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"AU_AFRICA","MNCH_SAB","_T","2022","74.4","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"ALB","MNCH_ANC4","_T","2018","77.8","0","PCNT","RP","F","Demographic and Health Survey 2017-2018","EOF","2002-2018","Y15T49",NA,NA
"ALB","MNCH_SAB","_T","2018","99.8","0","PCNT","RP","F","Institute of Statistics; Institute of Public Health; and ICF. 2018. Albania Demographic and Health Survey 2017-18. Tirana; Albania: Institute of Statistics; Institute of Public Health; and ICF.","EOF","2000-2022","Y15T49","Cadres included align with the standard definition of: Doctor, nurse and/or midwife","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"ALB","MNCH_SAB","_T","2020","100","0","PCNT","RP","F","Institute of Statistics; Men and Women 2023","EOF","2000-2022","Y15T49","Unclear definition of the cadres included (skilled health personnel); Women age All ages","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"ALB","MNCH_SAB","_T","2021","100","0","PCNT","RP","F","Institute of Statistics; Men and Women 2023","EOF","2000-2022","Y15T49","Unclear definition of the cadres included (skilled health personnel); Women age All ages","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"ALB","MNCH_SAB","_T","2022","100","0","PCNT","RP","F","Institute of Statistics; Men and Women 2023","EOF","2000-2022","Y15T49","Unclear definition of the cadres included (skilled health personnel); Women age All ages","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"DZA","MNCH_ANC4","_T","2019","69.8","0","PCNT","RP","F","Multiple Indicator Cluster Survey 2018-2019","EOF","2013-2019","Y15T49",NA,NA
"DZA","MNCH_SAB","_T","2019","98.8","0","PCNT","RP","F","Enquête par grappes à indicateurs multiples (MICS) Algérie; 2018-2019. Alger: Ministère de la Santé; de la Population et de la Réforme Hospitalière; 2020 (in French).","EOF","2006-2019","Y15T49","Cadres included align with the standard definition of: Doctor, nurse and/or midwife","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"WHO_AMRO","MNCH_ANC4","_T","2018","93.1","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2018","Y15T49",NA,NA
"WHO_AMRO","MNCH_ANC4","_T","2019","93.4","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2019","Y15T49",NA,NA
"WHO_AMRO","MNCH_ANC4","_T","2020","93.7","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2020","Y15T49",NA,NA
"WHO_AMRO","MNCH_ANC4","_T","2021","94.1","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2021","Y15T49",NA,NA
"WHO_AMRO","MNCH_ANC4","_T","2022","94.4","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2022","Y15T49",NA,NA
"WHO_AMRO","MNCH_SAB","_T","2018","95.6","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2018","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"WHO_AMRO","MNCH_SAB","_T","2019","95.6","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2019","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"WHO_AMRO","MNCH_SAB","_T","2020","95.6","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2020","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"WHO_AMRO","MNCH_SAB","_T","2021","95.6","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2021","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"WHO_AMRO","MNCH_SAB","_T","2022","95.6","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2022","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"AIA","MNCH_SAB","_T","2018","100","0","PCNT","RP","F","PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington; DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos); accessed December 30; 2021).","EOF","2010-2020","Y15T49","Unclear definition of the cadres included (Trained personnel)","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"AIA","MNCH_SAB","_T","2019","100","0","PCNT","RP","F","PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington; DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos); accessed December 30; 2021).","EOF","2010-2020","Y15T49","Unclear definition of the cadres included (Trained personnel)","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"AIA","MNCH_SAB","_T","2020","100","0","PCNT","RP","F","PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington; DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos); accessed December 30; 2021).","EOF","2010-2020","Y15T49","Unclear definition of the cadres included (Trained personnel)","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"ATG","MNCH_SAB","_T","2020","99","0","PCNT","RP","F","PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington; DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos); accessed September 30; 2021).","EOF","2000-2020","Y15T49","Unclear definition of the cadres included (Trained personnel)","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"AUREC_AMU","MNCH_ANC4","_T","2018","66.1","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"AUREC_AMU","MNCH_ANC4","_T","2019","67","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"AUREC_AMU","MNCH_ANC4","_T","2020","68.2","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"AUREC_AMU","MNCH_ANC4","_T","2021","69.3","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"AUREC_AMU","MNCH_ANC4","_T","2022","70.6","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"AUREC_AMU","MNCH_SAB","_T","2018","92.9","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"AUREC_AMU","MNCH_SAB","_T","2019","93.4","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"AUREC_AMU","MNCH_SAB","_T","2020","93.9","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"AUREC_AMU","MNCH_SAB","_T","2021","94.2","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"AUREC_AMU","MNCH_SAB","_T","2022","94.5","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"UNFPA_AS","MNCH_ANC4","_T","2018","64","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2018","Y15T49",NA,NA
"UNFPA_AS","MNCH_ANC4","_T","2019","64.6","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2019","Y15T49",NA,NA
